0.0 -0.065 -0.051990155
0.0005 -0.06343026 -0.051289685
0.001 -0.06025506 -0.046825133
0.0015 -0.05748607 -0.04459753
0.002 -0.05531604 -0.044363484
0.0025 -0.05351572 -0.045124657
0.003 -0.05189973 -0.046155564
0.0035 -0.05036657 -0.047049843
0.004 -0.04886687 -0.04761646
0.0045 -0.04737992 -0.047789313
0.005 -0.04589989 -0.047569565
0.0055 -0.04441918 -0.046991073
0.006 -0.04293421 -0.04610122
0.0065 -0.04144672 -0.044950522
0.007 -0.03995793 -0.043586917
0.0075 -0.03846594 -0.042053856
0.008 -0.03697163 -0.040388934
0.0085 -0.03547501 -0.03862407
0.009 -0.03397749 -0.036786146
0.0095 -0.03247902 -0.034896813
0.01 -0.03097778 -0.032974146
0.0105 -0.0294737 -0.031032793
0.011 -0.02796798 -0.029084034
0.0115 -0.0264622 -0.027137138
0.012 -0.02495787 -0.025199406
0.0125 -0.02345622 -0.023276396
0.013 -0.02195782 -0.02137246
0.0135 -0.02046329 -0.019490696
0.014 -0.01897359 -0.017633699
0.0145 -0.01748973 -0.015803061
0.015 -0.01601247 -0.014000109
0.0155 -0.01454236 -0.012225485
0.016 -0.01307976 -0.01047977
0.0165 -0.01162498 -0.008762888
0.017 -0.01017848 -0.007075048
0.0175 -0.008744425 -0.0054159826
0.018 -0.007330421 -0.003785423
0.0185 -0.005927829 -0.0021829968
0.019 -0.004530719 -0.0006079888
0.0195 -0.003137911 0.0009398097
0.02 -0.001750348 0.0024608755
0.0205 -0.0003694855 0.003955939
0.021 0.001003267 0.0054254765
0.0215 0.002366953 0.0068701142
0.022 0.003720857 0.008290314
0.0225 0.005064517 0.009686627
0.023 0.006397594 0.011059695
0.0235 0.007719885 0.012409979
0.024 0.009031247 0.013738119
0.0245 0.01033156 0.01504431
0.025 0.01162072 0.01632931
0.0255 0.01289853 0.01759348
0.026 0.01415307 0.018837221
0.0265 0.01538016 0.020061038
0.027 0.01659441 0.02126541
0.0275 0.0178034 0.022450693
0.028 0.01900835 0.023617394
0.0285 0.02020788 0.024765767
0.029 0.02140013 0.02589608
0.0295 0.02258355 0.027008928
0.03 0.023757 0.028104506
0.0305 0.02491973 0.029183172
