0.0 -0.065 -0.065 -0.065 -0.065 -0.050345115 -0.064493775 -0.056383032 -0.07369098
0.0005 -0.0649782 -0.06456547 -0.05076867 -0.0649803 -0.0512107 -0.061591126 -0.04336979 -0.07348856
0.001 -0.06490617 -0.06345596 -0.0364601 -0.06494623 -0.052035734 -0.058679797 -0.030622955 -0.0732831
0.0015 -0.06481651 -0.06189335 -0.02444954 -0.06491026 -0.052821446 -0.055762082 -0.018135287 -0.07307481
0.002 -0.06472553 -0.06003311 -0.0139052 -0.06487195 -0.05356905 -0.05284009 -0.0058998317 -0.07286391
0.0025 -0.06463615 -0.05796269 -0.004066178 -0.06483039 -0.05427972 -0.049915828 0.0060901195 -0.07265059
0.003 -0.06454548 -0.05573393 0.005443504 -0.06478417 -0.0549546 -0.046991155 0.017841019 -0.07243504
0.0035 -0.06444349 -0.05337955 0.0148273 -0.06472732 -0.05559482 -0.04406784 0.02935911 -0.072217435
0.004 -0.06433601 -0.05092112 0.02417126 -0.06466479 -0.05620147 -0.04114755 0.040650383 -0.071997955
0.0045 -0.06422803 -0.04837451 0.0335084 -0.0646002 -0.056775622 -0.03823182 0.05172065 -0.071776755
0.005 -0.06412024 -0.0457522 0.04284754 -0.06453434 -0.05731832 -0.03532212 0.06257546 -0.07155399
0.0055 -0.06400922 -0.04306474 0.05214515 -0.0644653 -0.05783057 -0.032419823 0.07322019 -0.07132981
0.006 -0.06388249 -0.04032347 0.06134964 -0.06438772 -0.058313362 -0.029526226 0.08366008 -0.07110435
0.0065 -0.06374854 -0.0375381 0.07054532 -0.064307 -0.058767643 -0.026642524 0.093900114 -0.07087772
0.007 -0.06361489 -0.03471488 0.07974999 -0.06422536 -0.059194367 -0.023769855 0.103945166 -0.070650086
0.0075 -0.06348318 -0.0318588 0.08895474 -0.06414304 -0.059594445 -0.020909272 0.113799915 -0.07042155
0.008 -0.06335256 -0.02897456 0.0981438 -0.0640598 -0.05996876 -0.018061787 0.12346886 -0.07019221
0.0085 -0.0632217 -0.02606675 0.1073014 -0.06397531 -0.060318172 -0.015228327 0.13295643 -0.069962196
0.009 -0.06308946 -0.02313994 0.1164141 -0.06388931 -0.06064353 -0.012409743 0.14226685 -0.06973161
0.0095 -0.06295505 -0.02019854 0.1254708 -0.0638016 -0.060945634 -0.009606868 0.15140422 -0.069500536
0.01 -0.062818 -0.01724676 0.1344628 -0.06371203 -0.061225303 -0.006820459 0.16037248 -0.06926909
0.0105 -0.06267804 -0.01428855 0.1433834 -0.06362051 -0.0614833 -0.0040512085 0.16917555 -0.06903735
0.011 -0.06253511 -0.01132758 0.1522272 -0.063527 -0.06172038 -0.0012997687 0.17781712 -0.06880541
0.0115 -0.0623892 -0.008367201 0.1609898 -0.06343146 -0.06193727 0.0014332309 0.1863008 -0.068573356
0.012 -0.06224038 -0.005410486 0.1696679 -0.0633339 -0.062134683 0.004147224 0.19463007 -0.06834124
0.0125 -0.06208876 -0.002460212 0.1782586 -0.06323435 -0.062313315 0.0068416744 0.20280834 -0.068109185
0.013 -0.06193445 0.0004811262 0.1867596 -0.06313284 -0.062473822 0.0095161125 0.21083893 -0.06787722
0.0135 -0.06177743 0.003412961 0.1951691 -0.06302917 -0.06261686 0.012170084 0.21872504 -0.067645416
0.014 -0.06161759 0.006333111 0.2034854 -0.06292336 -0.062743075 0.014803179 0.22646974 -0.06741387
0.0145 -0.06145533 0.009238381 0.2117072 -0.06281575 -0.06285307 0.017414987 0.23407607 -0.06718263
0.015 -0.06129096 0.01212646 0.2198329 -0.06270649 -0.06294745 0.02000516 0.24154694 -0.06695174
0.0155 -0.0611245 0.01499563 0.2278613 -0.06259541 -0.0630268 0.022573419 0.2488852 -0.066721275
0.016 -0.06095594 0.0178446 0.2357917 -0.06248238 -0.06309167 0.025119454 0.25609362 -0.06649129
0.0165 -0.06078545 0.02067222 0.2436235 -0.06236771 -0.06314261 0.027642965 0.2631749 -0.06626183
0.017 -0.06061324 0.02347753 0.2513561 -0.06225163 -0.063180156 0.030143775 0.27013165 -0.06603295
0.0175 -0.06043948 0.02625965 0.2589891 -0.06213425 -0.063204825 0.03262163 0.27696633 -0.065804705
0.018 -0.06026428 0.02901785 0.2665222 -0.06201563 -0.06321711 0.03507635 0.28368163 -0.06557713
0.0185 -0.06008771 0.03175142 0.273955 -0.06189581 -0.06321749 0.037507765 0.29027975 -0.06535029
0.019 -0.05990986 0.03445975 0.2812874 -0.06177486 -0.06320646 0.039915703 0.29676306 -0.065124184
0.0195 -0.05973078 0.03714229 0.2885194 -0.06165281 -0.06318443 0.042300068 0.3031339 -0.06489888
0.02 -0.05955053 0.03979851 0.295651 -0.06152972 -0.063151896 0.044660747 0.30939454 -0.064674415
