0.0 -0.065 -0.069870465
0.0005 -0.06385782 -0.06951375
0.001 -0.06205353 -0.06909227
0.0015 -0.060693 -0.06858916
0.002 -0.05965697 -0.06799278
0.0025 -0.05875253 -0.06729581
0.003 -0.0578753 -0.06649447
0.0035 -0.05697949 -0.065587625
0.004 -0.05604658 -0.0645763
0.0045 -0.05506939 -0.06346306
0.005 -0.05405643 -0.06225167
0.0055 -0.05302308 -0.060946587
0.006 -0.05193832 -0.059552792
0.0065 -0.05079608 -0.058075506
0.007 -0.04959595 -0.05652003
0.0075 -0.0483399 -0.05489157
0.008 -0.04703248 -0.05319521
0.0085 -0.04567665 -0.051435776
0.009 -0.04427587 -0.04961784
0.0095 -0.04283088 -0.047745638
0.01 -0.04133924 -0.045740753
0.0105 -0.04090355 -0.043840233
0.011 -0.0410003 -0.04202601
0.0115 -0.04054878 -0.04028255
0.012 -0.03968032 -0.038596485
0.0125 -0.03859155 -0.0369562
0.013 -0.03738807 -0.03535166
0.0135 -0.03611624 -0.03377413
0.014 -0.034795 -0.032216005
0.0145 -0.03343192 -0.030670661
0.015 -0.03203012 -0.029132336
0.0155 -0.030591 -0.027595941
0.016 -0.02911527 -0.026057076
0.0165 -0.02758204 -0.024511874
0.017 -0.02597883 -0.02295693
0.0175 -0.02436051 -0.02138935
0.018 -0.02273131 -0.01980649
0.0185 -0.02108301 -0.018206134
0.019 -0.01940802 -0.016586296
0.0195 -0.01770159 -0.014945313
0.02 -0.01596131 -0.013086513
0.0205 -0.0130821 -0.011185735
0.021 -0.009690133 -0.00923679
0.0215 -0.006788857 -0.007235013
0.022 -0.004190942 -0.0051771104
0.0225 -0.001698065 -0.0030608326
0.023 0.0007786369 -0.00088495016
0.0235 0.003271254 0.0013510287
0.024 0.005794154 0.0036469474
0.0245 0.00835309 0.006002173
0.025 0.01094667 0.0084156245
0.0255 0.01357075 0.010885976
0.026 0.01622443 0.013411656
0.0265 0.01890721 0.015990973
0.027 0.02161806 0.01862204
0.0275 0.02435594 0.021303043
0.028 0.02711995 0.024032056
0.0285 0.02990938 0.026807263
0.029 0.03272368 0.029626802
0.0295 0.03556236 0.032488897
0.03 0.03842632 0.034986533
0.0305 0.04020862 0.03744492
0.031 0.04142985 0.03987269
0.0315 0.04318226 0.042277277
0.032 0.04533561 0.044665247
0.0325 0.04769148 0.04704231
0.033 0.05014308 0.049413443
0.0335 0.05264278 0.051783003
0.034 0.05507901 0.054154813
0.0345 0.05751949 0.05653219
0.035 0.0600194 0.058918044
0.0355 0.06257759 0.06131497
0.036 0.06518153 0.06372513
0.0365 0.06781964 0.06615044
0.037 0.07048363 0.06859259
0.0375 0.07316817 0.07105298
0.038 0.07587006 0.073532894
0.0385 0.07858746 0.076033354
0.039 0.0813194 0.07855524
0.0395 0.08406543 0.08109933
0.04 0.08682536 0.084315374
0.0405 0.09070794 0.08754222
0.041 0.09519071 0.09078579
0.0415 0.09917182 0.094051
0.042 0.1027808 0.097341925
0.0425 0.1062238 0.10066189
0.043 0.1096095 0.10401344
0.0435 0.1129836 0.10739854
0.044 0.1163617 0.110818684
0.0445 0.1197516 0.114274845
0.045 0.1231569 0.11776763
0.0455 0.1265785 0.121297315
0.046 0.1300159 0.12486389
0.0465 0.1334684 0.12846716
0.047 0.1369354 0.13210663
0.0475 0.1404162 0.13578172
0.048 0.1439105 0.1394918
0.0485 0.1474177 0.14323598
0.049 0.1509374 0.14701343
0.0495 0.1544693 0.15082322
0.05 0.1580132 0.15378885
0.0505 0.1604599 0.15674095
0.051 0.1623314 0.15968427
0.0515 0.1647231 0.16262303
0.052 0.1675058 0.16556089
0.0525 0.1704809 0.16850099
0.053 0.1735415 0.17144613
0.0535 0.1766406 0.17439868
0.054 0.179759 0.17736067
0.0545 0.1828893 0.1803339
0.055 0.1860285 0.18331991
0.0555 0.1891755 0.18631999
0.056 0.1923298 0.18933521
0.0565 0.1954912 0.1923665
0.057 0.1986597 0.19541462
0.0575 0.2018351 0.1984802
0.058 0.2050175 0.20156373
0.0585 0.2082068 0.20466559
0.059 0.2114029 0.20778607
0.0595 0.2146059 0.21092539
0.06 0.2178158 0.2140836
0.0605 0.2210324 0.2172608
0.061 0.2242558 0.22045697
0.0615 0.227486 0.22367202
0.062 0.2307228 0.22690584
0.0625 0.2339663 0.23015822
0.063 0.2372165 0.23342906
0.0635 0.2404732 0.23671795
0.064 0.2437364 0.24002479
0.0645 0.2470062 0.24334915
0.065 0.2502824 0.24669077
0.0655 0.253565 0.2500493
0.066 0.256854 0.2534243
0.0665 0.2601493 0.2568155
0.067 0.2634509 0.26022243
0.0675 0.2667588 0.2636447
0.068 0.2700727 0.26708192
0.0685 0.2733929 0.27053356
0.069 0.2767191 0.27399927
