0.0 -0.065 -0.065 -0.065 -0.065 -0.04369748
0.0005 -0.06343026 -0.05361226 -0.06363993 -0.05271668 -0.046944756
0.001 -0.06025506 -0.0377204 -0.06132004 -0.0417189 -0.035267413
0.0015 -0.05748607 -0.01966887 -0.05928274 -0.03351597 -0.016923504
0.002 -0.05531604 -0.0005144988 -0.05748319 -0.02640274 0.0030916631
0.0025 -0.05351572 0.01919312 -0.05576859 -0.01978148 0.022472605
0.003 -0.05189973 0.03912233 -0.0540626 -0.0134814 0.04035995
0.0035 -0.05036657 0.05911562 -0.05233589 -0.007447798 0.056564353
0.004 -0.04886687 0.07909049 -0.05057855 -0.001655939 0.0711694
0.0045 -0.04737992 0.09899138 -0.04882131 0.003898564 0.08434885
0.005 -0.04589989 0.118772 -0.0470508 0.009223203 0.09628951
0.0055 -0.04441918 0.1383922 -0.04523962 0.01434751 0.10716274
0.006 -0.04293421 0.1578158 -0.04338773 0.0192773 0.117116354
0.0065 -0.04144672 0.1770083 -0.04150345 0.02398975 0.12627473
0.007 -0.03995793 0.1959365 -0.03958982 0.02851277 0.1347416
0.0075 -0.03846594 0.2145701 -0.03764958 0.03288225 0.14260355
0.008 -0.03697163 0.2328856 -0.03569032 0.03709901 0.14993286
0.0085 -0.03547501 0.2508626 -0.03371758 0.0411801 0.15679047
0.009 -0.03397749 0.268487 -0.03173649 0.04512369 0.16322777
0.0095 -0.03247902 0.2857462 -0.02974992 0.04894841 0.1692886
0.01 -0.03097778 0.3026323 -0.02775932 0.05266588 0.17501062
0.0105 -0.0294737 0.3191406 -0.02576666 0.05628031 0.18042603
0.011 -0.02796798 0.3352698 -0.02377396 0.05979408 0.185563
0.0115 -0.0264622 0.3510208 -0.02178303 0.06320947 0.1904459
0.012 -0.02495787 0.3663962 -0.01979532 0.06652893 0.1950962
0.0125 -0.02345622 0.3814002 -0.017812 0.06975568 0.19953269
0.013 -0.02195782 0.3960391 -0.01583409 0.07289545 0.2037721
0.0135 -0.02046329 0.4103182 -0.01386239 0.07594732 0.2078292
0.014 -0.01897359 0.4242435 -0.01189758 0.07891354 0.21171725
0.0145 -0.01748973 0.4378219 -0.00994031 0.08179749 0.21544808
0.015 -0.01601247 0.4510609 -0.007991197 0.08460244 0.21903235
0.0155 -0.01454236 0.4639681 -0.006050814 0.08733149 0.22247961
0.016 -0.01307976 0.4765515 -0.004119696 0.08998761 0.22579858
0.0165 -0.01162498 0.488819 -0.002198341 0.09257362 0.22899714
0.017 -0.01017848 0.4997611 -0.0003044718 0.09508999 0.23208246
0.0175 -0.008744425 0.5094696 0.001526081 0.09753209 0.2350612
0.018 -0.007330421 0.5188344 0.003305623 0.09989288 0.23793924
0.0185 -0.005927829 0.5282407 0.005069704 0.1021925 0.24072215
0.019 -0.004530719 0.5378247 0.006837683 0.1044405 0.24341497
0.0195 -0.003137911 0.5475958 0.008616038 0.1066395 0.24602252
0.02 -0.001750348 0.5575052 0.01040469 0.1087903 0.24854901
0.0205 -0.0003694855 0.567483 0.01220069 0.1108909 0.25099847
0.021 0.001003267 0.5774581 0.01400015 0.1129377 0.25337467
0.0215 0.002366953 0.5873667 0.01579911 0.1149401 0.255681
0.022 0.003720857 0.5971562 0.01759407 0.1169003 0.25792077
0.0225 0.005064517 0.6067858 0.01938205 0.1188191 0.26009697
0.023 0.006397594 0.616225 0.02116062 0.1206971 0.26221243
0.0235 0.007719885 0.6254528 0.02292782 0.1225351 0.26426974
0.024 0.009031247 0.6344557 0.02468217 0.1243341 0.26627138
0.0245 0.01033156 0.6432263 0.02642253 0.1260948 0.26821974
0.025 0.01162072 0.6517618 0.02814803 0.1278184 0.27011693
0.0255 0.01289853 0.6600626 0.02985482 0.1295053 0.27196506
0.026 0.01415307 0.6681301 0.03148727 0.1311321 0.273766
0.0265 0.01538016 0.6759675 0.03309603 0.1327068 0.2755217
0.027 0.01659441 0.6835821 0.03471161 0.1342516 0.2772338
0.0275 0.0178034 0.6909826 0.03633455 0.1357724 0.278904
0.028 0.01900835 0.6981771 0.0379581 0.1372697 0.28053376
0.0285 0.02020788 0.7051739 0.03957558 0.1387428 0.28212464
0.029 0.02140013 0.7119803 0.04118208 0.1401911 0.28367797
0.0295 0.02258355 0.7186036 0.04277442 0.1416143 0.2851951
0.03 0.023757 0.7250507 0.04435073 0.1430123 0.2866773
0.0305 0.02491973 0.7313281 0.04591 0.1443852 0.28812575
0.031 0.02607128 0.7374419 0.04745178 0.145733 0.28954157
0.0315 0.02721138 0.743398 0.04897594 0.1470562 0.29092583
0.032 0.02833987 0.749202 0.05048256 0.1483552 0.2922797
0.0325 0.02945491 0.754859 0.051971 0.1496249 0.29360402
0.033 0.03054891 0.7603728 0.05343751 0.1508416 0.29489973
0.0335 0.03162184 0.7657473 0.05484692 0.1520181 0.29616788
0.034 0.0326831 0.7709835 0.05615825 0.1531788 0.2974092
0.0345 0.0337377 0.7760869 0.05748217 0.1543288 0.29862455
0.035 0.03478647 0.7810647 0.05883741 0.1554674 0.29981476
0.0355 0.03582835 0.785923 0.06021286 0.1565931 0.30098057
0.036 0.03685945 0.7906664 0.06159319 0.157689 0.30212262
0.0365 0.0378714 0.7952978 0.06296405 0.1587421 0.30324167
0.037 0.03886953 0.7998208 0.06432307 0.1597799 0.30433843
0.0375 0.03985938 0.8042387 0.06566935 0.1608105 0.30541345
0.038 0.04084244 0.8085547 0.0670013 0.1618335 0.30646744
0.0385 0.04181811 0.8127715 0.06831754 0.1628471 0.30750093
0.039 0.04278527 0.8168917 0.06961722 0.1638496 0.3085145
0.0395 0.04374293 0.8209177 0.07089997 0.1648396 0.3095087
0.04 0.04469041 0.8248518 0.0721658 0.1658161 0.31048402
0.0405 0.04562693 0.828696 0.07341447 0.1667724 0.3114411
0.041 0.04654698 0.8324505 0.07464175 0.1676824 0.31238028
0.0415 0.04745079 0.8361144 0.07585033 0.1685722 0.31330213
0.042 0.04834338 0.8396884 0.07704411 0.1694552 0.31420702
0.0425 0.04922748 0.8431748 0.07822435 0.1703328 0.31509542
0.043 0.05010362 0.846577 0.0793911 0.1712036 0.31596783
0.0435 0.05097136 0.8498982 0.08054397 0.1720659 0.31682453
0.044 0.05181879 0.8531404 0.08166375 0.1729101 0.31766596
0.0445 0.05264825 0.8563055 0.08275834 0.1737408 0.3184925
0.045 0.05347274 0.8593977 0.08384756 0.1745625 0.3193046
0.0455 0.05429432 0.862421 0.08493333 0.1753748 0.32010248
0.046 0.05511139 0.8653784 0.08601284 0.1761768 0.32088664
0.0465 0.05592198 0.8682723 0.0870832 0.1769679 0.3216572
0.047 0.05672454 0.8711048 0.08814241 0.1777477 0.32241464
0.0475 0.05751808 0.8738776 0.08918927 0.1785157 0.32315925
0.048 0.05830212 0.876592 0.09022318 0.1792722 0.3238913
0.0485 0.05907648 0.8792494 0.09124392 0.1800171 0.32461116
0.049 0.05984112 0.8818512 0.09225147 0.1807504 0.32531902
0.0495 0.06059607 0.8843984 0.09324591 0.1814723 0.32601514
0.05 0.06134142 0.8868921 0.09422741 0.1821827 0.32669985
0.0505 0.06207728 0.8893336 0.09519613 0.1828819 0.32737342
0.051 0.06280377 0.8917238 0.09615226 0.1835699 0.32803604
0.0515 0.06352105 0.894064 0.09709599 0.1842471 0.32868794
0.052 0.06422921 0.896355 0.09802748 0.1849134 0.32932943
0.0525 0.06492839 0.898598 0.0989469 0.1855581 0.3299607
0.053 0.06561855 0.9007939 0.09985439 0.1859899 0.33058202
0.0535 0.06629959 0.9029438 0.10075 0.1864292 0.33119354
0.054 0.06697171 0.9050486 0.101634 0.1869234 0.33179548
0.0545 0.06763516 0.9071094 0.1025065 0.187445 0.332388
0.055 0.06828684 0.909127 0.1033674 0.1877887 0.33297142
0.0555 0.06892642 0.9111023 0.1042165 0.1881693 0.3335459
0.056 0.0695583 0.9130363 0.1050545 0.1886243 0.3341115
0.0565 0.07018429 0.9149299 0.1058818 0.1891349 0.33466855
0.057 0.07080445 0.916784 0.1066984 0.1896829 0.33521718
0.0575 0.07141827 0.9185995 0.1075046 0.190255 0.33575746
0.058 0.07202522 0.9203772 0.1083003 0.1908409 0.33628967
0.0585 0.07262492 0.9221181 0.1090856 0.1914334 0.33681402
0.059 0.07321714 0.9238229 0.1098606 0.1920271 0.33733055
0.0595 0.0738014 0.9254924 0.1106254 0.1926176 0.33783948
0.06 0.07437755 0.9271274 0.1113799 0.1932019 0.3383409
0.0605 0.07494596 0.9287286 0.1121244 0.1937786 0.33883503
0.061 0.07550704 0.9302968 0.112859 0.1943466 0.339322
0.0615 0.07606104 0.9318328 0.1135839 0.194905 0.3398019
0.062 0.07660806 0.9333373 0.1142991 0.1954534 0.3402749
0.0625 0.0771481 0.9348093 0.1149122 0.1959916 0.34074113
0.063 0.07768051 0.936241 0.1153653 0.1965189 0.34120068
0.0635 0.07820512 0.9376353 0.115878 0.1970353 0.34165373
0.064 0.07872181 0.9389984 0.1164758 0.1975257 0.34210044
0.0645 0.07923007 0.9403348 0.1171321 0.1979978 0.34254077
0.065 0.07973048 0.9416471 0.1178185 0.1984635 0.342975
0.0655 0.08022408 0.9429367 0.1185144 0.1989244 0.34340313
0.066 0.08071162 0.944204 0.1192077 0.19938 0.34382534
0.0665 0.08119354 0.9454491 0.1198916 0.19983 0.34424177
0.067 0.08166998 0.9466719 0.1205626 0.2002739 0.34465247
0.0675 0.08214094 0.9478725 0.1212196 0.2007113 0.34505746
0.068 0.08260638 0.9490507 0.1218625 0.2011419 0.345457
0.0685 0.08306624 0.9502066 0.1224917 0.2015658 0.3458511
0.069 0.08351986 0.9513399 0.1231078 0.2019798 0.3462399
0.0695 0.08395874 0.9524469 0.1237066 0.2023531 0.34662345
0.07 0.08438355 0.953529 0.1242898 0.2027054 0.3470018
0.0705 0.08480171 0.9545888 0.1248634 0.2030582 0.34737518
0.071 0.08521532 0.9556274 0.1254295 0.2034114 0.3477436
0.0715 0.08562292 0.9566449 0.125988 0.2037613 0.34810713
0.072 0.08602587 0.9576423 0.126538 0.2041018 0.34846586
0.0725 0.086418 0.9586194 0.1270767 0.2044189 0.34881988
0.073 0.0868053 0.9595778 0.1276065 0.2047356 0.34916925
0.0735 0.08719325 0.9605185 0.12813 0.2050594 0.34951413
0.074 0.08758267 0.9614421 0.1286478 0.2053898 0.34985444
0.0745 0.08797218 0.9623488 0.1291596 0.2057244 0.3501905
0.075 0.08836001 0.963239 0.1296649 0.2060609 0.3505221
0.0755 0.08874474 0.9641127 0.1301635 0.2063975 0.35084945
0.076 0.08912538 0.96497 0.1306551 0.2067329 0.35117266
0.0765 0.08950135 0.9658113 0.1311398 0.2070659 0.35149172
0.077 0.08987235 0.9666366 0.1316176 0.207396 0.35180673
0.0775 0.09023824 0.9674461 0.1320885 0.2077224 0.35211778
0.078 0.09059902 0.9682401 0.1325527 0.208045 0.3524249
0.0785 0.09095471 0.9690189 0.1330102 0.2083634 0.35272813
0.079 0.09130541 0.9697827 0.1334613 0.2086774 0.35302764
0.0795 0.0916512 0.9705318 0.1339059 0.208987 0.35332337
0.08 0.09199218 0.9712664 0.1343442 0.209292 0.35361537
0.0805 0.09232845 0.971987 0.1347763 0.2095926 0.3539038
0.081 0.09266011 0.9726937 0.1352023 0.2098886 0.35418865
0.0815 0.09298723 0.9733869 0.1356223 0.2101801 0.35447
0.082 0.09330991 0.9740667 0.1360364 0.2104453 0.35474792
0.0825 0.09362805 0.9747321 0.1364446 0.2104801 0.35502246
0.083 0.09394055 0.9753832 0.1368466 0.2105372 0.35529366
