2.104447782039642334e-01 2.300516664981842041e-01
2.028408050537109375e-01 2.214682400226593018e-01
1.954738795757293701e-01 2.131528556346893311e-01
1.883459836244583130e-01 2.051072567701339722e-01
1.814584434032440186e-01 1.973322629928588867e-01
1.748116761445999146e-01 1.898280233144760132e-01
1.684055030345916748e-01 1.825940608978271484e-01
1.622389703989028931e-01 1.756290048360824585e-01
1.563103199005126953e-01 1.689306497573852539e-01
1.506170034408569336e-01 1.624959409236907959e-01
1.451556980609893799e-01 1.563210189342498779e-01
1.399224102497100830e-01 1.504013240337371826e-01
1.349124908447265625e-01 1.447316408157348633e-01
1.301208287477493286e-01 1.393061131238937378e-01
1.255417168140411377e-01 1.341185122728347778e-01
1.211690679192543030e-01 1.291621029376983643e-01
1.169962733983993530e-01 1.244296282529830933e-01
1.130162924528121948e-01 1.199135035276412964e-01
1.092216745018959045e-01 1.156058311462402344e-01
1.056046485900878906e-01 1.114982813596725464e-01
1.021571531891822815e-01 1.075824350118637085e-01
9.887093305587768555e-02 1.038496047258377075e-01
9.573759138584136963e-02 1.002910956740379333e-01
9.274877607822418213e-02 9.689820557832717896e-02
8.989614248275756836e-02 9.366232156753540039e-02
8.717148751020431519e-02 9.057490527629852295e-02
8.456684648990631104e-02 8.762774616479873657e-02
8.207447826862335205e-02 8.481280505657196045e-02
7.968698441982269287e-02 8.212232589721679688e-02
7.739728689193725586e-02 7.954896241426467896e-02
7.519872486591339111e-02 7.708564400672912598e-02
7.308499515056610107e-02 7.472572475671768188e-02
7.105024904012680054e-02 7.246293127536773682e-02
6.908904016017913818e-02 7.029136270284652710e-02
6.719630956649780273e-02 6.820553541183471680e-02
6.536747515201568604e-02 6.620031595230102539e-02
6.359829008579254150e-02 6.427098065614700317e-02
6.188495829701423645e-02 6.241311877965927124e-02
6.022398546338081360e-02 6.062271445989608765e-02
5.861229822039604187e-02 5.889605358242988586e-02
5.704709142446517944e-02 5.722974613308906555e-02
5.552591010928153992e-02 5.562063306570053101e-02
5.404652282595634460e-02 5.406589433550834656e-02
5.260701104998588562e-02 5.256290361285209656e-02
5.120562389492988586e-02 5.110929161310195923e-02
4.984088614583015442e-02 4.970286041498184204e-02
4.851143807172775269e-02 4.834160208702087402e-02
4.721611738204956055e-02 4.702368751168251038e-02
4.595386981964111328e-02 4.574739187955856323e-02
4.472377896308898926e-02 4.451115056872367859e-02
4.352502152323722839e-02 4.331349581480026245e-02
4.235684871673583984e-02 4.215306043624877930e-02
4.121857136487960815e-02 4.102852195501327515e-02
4.010956361889839172e-02 3.993869200348854065e-02
3.902922198176383972e-02 3.888239338994026184e-02
3.797698765993118286e-02 3.785849735140800476e-02
3.695229440927505493e-02 3.686594218015670776e-02
3.595461696386337280e-02 3.590369224548339844e-02
3.498341515660285950e-02 3.497073799371719360e-02
3.403815627098083496e-02 3.406611829996109009e-02
3.311830759048461914e-02 3.318886086344718933e-02
3.222332522273063660e-02 3.233803436160087585e-02
3.135265037417411804e-02 3.151274845004081726e-02
3.050574101507663727e-02 3.071209788322448730e-02
2.968201600015163422e-02 2.993524074554443359e-02
2.888092398643493652e-02 2.918129600584506989e-02
2.810188196599483490e-02 2.844948135316371918e-02
2.734432741999626160e-02 2.773899398744106293e-02
2.660767361521720886e-02 2.704905532300472260e-02
2.589136362075805664e-02 2.637894451618194580e-02
2.519482374191284180e-02 2.572792209684848785e-02
2.451749145984649658e-02 2.509532310068607330e-02
2.385882660746574402e-02 2.448049932718276978e-02
2.321828715503215790e-02 2.388281747698783875e-02
2.259534783661365509e-02 2.330169454216957092e-02
2.198950573801994324e-02 2.273657545447349548e-02
2.140026912093162537e-02 2.218692377209663391e-02
2.082715183496475220e-02 2.165226638317108154e-02
2.026971802115440369e-02 2.113211713731288910e-02
1.972750946879386902e-02 2.062604390084743500e-02
1.920011080801486969e-02 2.013364806771278381e-02
1.868712902069091797e-02 1.965454220771789551e-02
1.818816922605037689e-02 1.918835565447807312e-02
1.770286262035369873e-02 1.873476430773735046e-02
1.723085530102252960e-02 1.829344592988491058e-02
1.677180826663970947e-02 1.786409877240657806e-02
1.632539555430412292e-02 1.744643598794937134e-02
1.589130051434040070e-02 1.704018190503120422e-02
1.546921394765377045e-02 1.664507761597633362e-02
1.505884248763322830e-02 1.626087725162506104e-02
1.465989928692579269e-02 1.588732376694679260e-02
1.427210308611392975e-02 1.552418433129787445e-02
1.389517448842525482e-02 1.517121959477663040e-02
1.352884434163570404e-02 1.482820790261030197e-02
1.317285466939210892e-02 1.449491363018751144e-02
1.282693911343812943e-02 1.417111419141292572e-02
1.249084156006574631e-02 1.385657954961061478e-02
1.216431148350238800e-02 1.355109177529811859e-02
1.184709928929805756e-02 1.325442176312208176e-02
1.153895910829305649e-02 1.296635717153549194e-02
1.123965438455343246e-02 1.268667168915271759e-02
1.094894669950008392e-02 1.241515018045902252e-02
1.066660881042480469e-02 1.215157750993967056e-02
1.039241813123226166e-02 1.189573761075735092e-02
1.012614928185939789e-02 1.164742000401020050e-02
9.867592714726924896e-03 1.140642445534467697e-02
9.616543538868427277e-03 1.117253582924604416e-02
9.372798725962638855e-03 1.094556599855422974e-02
9.136168286204338074e-03 1.072531659156084061e-02
8.906467817723751068e-03 1.051160041242837906e-02
8.683515712618827820e-03 1.030422188341617584e-02
8.467138744890689850e-03 1.010301150381565094e-02
8.257173933088779449e-03 9.907792322337627411e-03
8.053464815020561218e-03 9.718395769596099854e-03
7.855857722461223602e-03 9.534653276205062866e-03
7.664206437766551971e-03 9.356411173939704895e-03
7.478372193872928619e-03 9.183509275317192078e-03
7.298220880329608917e-03 9.015804156661033630e-03
7.123617921024560928e-03 8.853147737681865692e-03
6.954443641006946564e-03 8.695401251316070557e-03
6.790573708713054657e-03 8.542428724467754364e-03
6.631893105804920197e-03 8.394098840653896332e-03
6.478285882622003555e-03 8.250286802649497986e-03
6.329640746116638184e-03 8.110870607197284698e-03
6.185850594192743301e-03 7.975727319717407227e-03
6.046808324754238129e-03 7.844749838113784790e-03
5.912411492317914963e-03 7.717821747064590454e-03
