9.937946498394012451e-02 6.437720358371734619e-02
7.915119826793670654e-02 5.452613160014152527e-02
6.510208547115325928e-02 4.924186319112777710e-02
5.593592673540115356e-02 4.685581102967262268e-02
5.019573122262954712e-02 4.577420651912689209e-02
4.643391072750091553e-02 4.479762911796569824e-02
4.348868876695632935e-02 4.328157380223274231e-02
4.066159203648567200e-02 4.104933887720108032e-02
3.767303749918937683e-02 3.820767998695373535e-02
3.451221436262130737e-02 3.498642891645431519e-02
3.129585459828376770e-02 3.163618966937065125e-02
2.817437611520290375e-02 2.837362512946128845e-02
2.528004907071590424e-02 2.535741962492465973e-02
2.270314469933509827e-02 2.268266491591930389e-02
2.048550173640251160e-02 2.038641832768917084e-02
1.862448826432228088e-02 1.845940388739109039e-02
1.708274334669113159e-02 1.686024107038974762e-02
1.580039784312248230e-02 1.553002931177616119e-02
1.470788009464740753e-02 1.440553832799196243e-02
1.373780053108930588e-02 1.342991925776004791e-02
1.283453591167926788e-02 1.255969516932964325e-02
1.196022331714630127e-02 1.176759880036115646e-02
1.109660603106021881e-02 1.104157231748104095e-02
1.024312339723110199e-02 1.038104202598333359e-02
9.412379935383796692e-03 9.791743010282516479e-03
8.624268695712089539e-03 9.280286729335784912e-03
7.899994030594825745e-03 8.849481120705604553e-03
7.256831042468547821e-03 8.495060727000236511e-03
6.704314611852169037e-03 8.204365149140357971e-03
6.242223549634218216e-03 7.957094348967075348e-03
5.860550794750452042e-03 7.728083990514278412e-03
5.541458725929260254e-03 7.491698954254388809e-03
5.262991879135370255e-03 7.226937450468540192e-03
5.003932863473892212e-03 6.921806838363409042e-03
4.748459905385971069e-03 6.575560662895441055e-03
4.489050712436437607e-03 6.198153831064701080e-03
4.226801451295614243e-03 5.807280540466308594e-03
3.969409503042697906e-03 5.424018949270248413e-03
3.727760165929794312e-03 5.068300291895866394e-03
3.512237919494509697e-03 4.755228757858276367e-03
3.329777624458074570e-03 4.493060521781444550e-03
3.182325046509504318e-03 4.282985813915729523e-03
3.066911827772855759e-03 4.120441619306802750e-03
2.977071795612573624e-03 3.997422289103269577e-03
2.904994413256645203e-03 3.904891433194279671e-03
2.843674737960100174e-03 3.834711387753486633e-03
2.788408426567912102e-03 3.780622035264968872e-03
2.737259492278099060e-03 3.738211002200841904e-03
2.690462628379464149e-03 3.704164875671267509e-03
2.649083966389298439e-03 3.675304818898439407e-03
2.613538643345236778e-03 3.647990059107542038e-03
2.582679269835352898e-03 3.618306713178753853e-03
2.553955651819705963e-03 3.582953708246350288e-03
2.524544950574636459e-03 3.540281672030687332e-03
